gap,loss_contribution,model,moment,target,weight
0.06305121469748598,0.07950911349656944,1.981051214697486,tfr,1.918,20.0
0.04121622914028619,0.033975550890891534,0.2292162291402862,childless_rate,0.188,20.0
0.013417025436207597,0.018001657155584164,0.5888894354362076,own_rate,0.57547241,100.0
-0.12516171373264454,0.7049454563021607,0.042499956267355476,own_family_gap,0.16766167,45.0
-0.05352858386370818,0.040114330066356556,0.6109060861362918,housing_increment_0to1,0.66443467,14.0
0.4837339495801598,1.4039912038585236,4.28902204958016,prime30_55_childless_renter_mean_rooms,3.8052881,6.0
0.0804827027243199,0.16193663594528124,0.6766138227243199,prime30_55_childless_owner_share_rooms_ge6,0.59613112,25.0
0.3414854865784297,1.3993480505244826,0.5207110465784297,young_childless_renter_liquid_wealth_to_annual_gross_income_2535,0.17922556,12.0
-0.2675752091443533,0.8591579105837328,2.1511865208556467,prime30_55_childless_owner_minus_renter_mean_rooms,2.41876173,12.0
0.06306414090039836,0.3181668694004237,0.40423023090039834,own_rate_2534,0.34116609,80.0
0.1681040206978271,0.22607169419820383,0.5358035795078271,prime30_55_parent_3plus_minus_1to2_mean_rooms,0.36769955881,8.0
0.05229691714853857,0.050831470466179265,6.553612691513909,old_total_estate_wealth_to_annual_income_median_7684,6.50131577436537,18.585767349158665
-0.003250314298405166,0.09967844254843578,0.6050828253507259,old_nonhousing_ge_1x_income_share_6575,0.608333139649131,9435.18732291246
-0.022600955113538213,0.08172850752706705,0.7416600148864618,old_age_own_rate,0.76426097,160.0
-0.036744420138831835,0.008100914468033942,5.743226061803136,aggregate_mean_occupied_rooms_18_85,5.779970481941968,6.0
